Code,Single,Level1,Level2,Level3,Level4
38651,93,6,6.8,6.8.2, 
38652,93,6,6.8,6.8.2, 
38653,93,6,6.8,6.8.2, 
38654,93,6,6.8,6.8.2, 
38655,93,6,6.8,6.8.2, 
38656,93,6,6.8,6.8.2, 
38658,93,6,6.8,6.8.2, 
3868,93,6,6.8,6.8.2, 
3869,93,6,6.8,6.8.2, 
3870,92,6,6.8,6.8.1,6.8.1.2
3871,92,6,6.8,6.8.1,6.8.1.2
3872,92,6,6.8,6.8.1,6.8.1.2
3878,92,6,6.8,6.8.1,6.8.1.2
3879,92,6,6.8,6.8.1,6.8.1.2
38800,94,6,6.8,6.8.3, 
38801,94,6,6.8,6.8.3, 
38802,94,6,6.8,6.8.3, 
38810,94,6,6.8,6.8.3, 
38811,94,6,6.8,6.8.3, 
38812,94,6,6.8,6.8.3, 
3882,94,6,6.8,6.8.3, 
38830,94,6,6.8,6.8.3, 
38831,94,6,6.8,6.8.3, 
38832,94,6,6.8,6.8.3, 
38840,94,6,6.8,6.8.3, 
38841,94,6,6.8,6.8.3, 
38842,94,6,6.8,6.8.3, 
38843,94,6,6.8,6.8.3, 
38844,94,6,6.8,6.8.3, 
38845,94,6,6.8,6.8.3, 
3885,94,6,6.8,6.8.3, 
38860,94,6,6.8,6.8.3, 
38861,94,6,6.8,6.8.3, 
38869,94,6,6.8,6.8.3, 
38870,94,6,6.8,6.8.3, 
38871,94,6,6.8,6.8.3, 
38872,94,6,6.8,6.8.3, 
3888,94,6,6.8,6.8.3, 
3889,94,6,6.8,6.8.3, 
38900,94,6,6.8,6.8.3, 
38901,94,6,6.8,6.8.3, 
38902,94,6,6.8,6.8.3, 
38903,94,6,6.8,6.8.3, 
38904,94,6,6.8,6.8.3, 
38905,94,6,6.8,6.8.3, 
38906,94,6,6.8,6.8.3, 
38908,94,6,6.8,6.8.3, 
38910,94,6,6.8,6.8.3, 
38911,94,6,6.8,6.8.3, 
38912,94,6,6.8,6.8.3, 
38913,94,6,6.8,6.8.3, 
38914,94,6,6.8,6.8.3, 
38915,94,6,6.8,6.8.3, 
38916,94,6,6.8,6.8.3, 
38917,94,6,6.8,6.8.3, 
38918,94,6,6.8,6.8.3, 
3892,94,6,6.8,6.8.3, 
38920,94,6,6.8,6.8.3, 
38921,94,6,6.8,6.8.3, 
38922,94,6,6.8,6.8.3, 
3897,94,6,6.8,6.8.3, 
3898,94,6,6.8,6.8.3, 
3899,94,6,6.8,6.8.3, 
390,3,1,1.1,1.1.4, 
3910,97,7,7.2,7.2.2,7.2.2.2
3911,97,7,7.2,7.2.2,7.2.2.2
3912,97,7,7.2,7.2.2,7.2.2.2
3918,97,7,7.2,7.2.2,7.2.2.2
3919,97,7,7.2,7.2.2,7.2.2.2
3920,97,7,7.2,7.2.2,7.2.2.2
3929,3,1,1.1,1.1.4, 
393,97,7,7.2,7.2.2,7.2.2.2
3940,96,7,7.2,7.2.1,7.2.1.1
3941,96,7,7.2,7.2.1,7.2.1.1
3942,96,7,7.2,7.2.1,7.2.1.1
3949,96,7,7.2,7.2.1,7.2.1.1
3950,96,7,7.2,7.2.1,7.2.1.1
3951,96,7,7.2,7.2.1,7.2.1.1
3952,96,7,7.2,7.2.1,7.2.1.1
3959,96,7,7.2,7.2.1,7.2.1.1
3960,96,7,7.2,7.2.1,7.2.1.1
3961,96,7,7.2,7.2.1,7.2.1.1
3962,96,7,7.2,7.2.1,7.2.1.1
3963,96,7,7.2,7.2.1,7.2.1.1
3968,96,7,7.2,7.2.1,7.2.1.1
3969,96,7,7.2,7.2.1,7.2.1.1
3970,96,7,7.2,7.2.1,7.2.1.1
3971,96,7,7.2,7.2.1,7.2.1.1
3979,96,7,7.2,7.2.1,7.2.1.1
3980,97,7,7.2,7.2.2,7.2.2.2
39890,97,7,7.2,7.2.2,7.2.2.2
39891,108,7,7.2,7.2.11,7.2.11.2
39899,97,7,7.2,7.2.2,7.2.2.2
4010,99,7,7.1,7.1.2,7.1.2.2
4011,98,7,7.1,7.1.1, 
4019,98,7,7.1,7.1.1, 
40200,99,7,7.1,7.1.2,7.1.2.1
40201,99,7,7.1,7.1.2,7.1.2.1
40210,99,7,7.1,7.1.2,7.1.2.1
40211,99,7,7.1,7.1.2,7.1.2.1
40290,99,7,7.1,7.1.2,7.1.2.1
40291,99,7,7.1,7.1.2,7.1.2.1
4030,99,7,7.1,7.1.2,7.1.2.1
40300,99,7,7.1,7.1.2,7.1.2.1
40301,99,7,7.1,7.1.2,7.1.2.1
4031,99,7,7.1,7.1.2,7.1.2.1
40310,99,7,7.1,7.1.2,7.1.2.1
40311,99,7,7.1,7.1.2,7.1.2.1
4039,99,7,7.1,7.1.2,7.1.2.1
40390,99,7,7.1,7.1.2,7.1.2.1
40391,99,7,7.1,7.1.2,7.1.2.1
4040,99,7,7.1,7.1.2,7.1.2.1
40400,99,7,7.1,7.1.2,7.1.2.1
40401,99,7,7.1,7.1.2,7.1.2.1
40402,99,7,7.1,7.1.2,7.1.2.1
40403,99,7,7.1,7.1.2,7.1.2.1
4041,99,7,7.1,7.1.2,7.1.2.1
40410,99,7,7.1,7.1.2,7.1.2.1
40411,99,7,7.1,7.1.2,7.1.2.1
40412,99,7,7.1,7.1.2,7.1.2.1
40413,99,7,7.1,7.1.2,7.1.2.1
4049,99,7,7.1,7.1.2,7.1.2.1
40490,99,7,7.1,7.1.2,7.1.2.1
40491,99,7,7.1,7.1.2,7.1.2.1
40492,99,7,7.1,7.1.2,7.1.2.1
40493,99,7,7.1,7.1.2,7.1.2.1
40501,99,7,7.1,7.1.2,7.1.2.2
40509,99,7,7.1,7.1.2,7.1.2.2
40511,99,7,7.1,7.1.2,7.1.2.2
40519,99,7,7.1,7.1.2,7.1.2.2
40591,99,7,7.1,7.1.2,7.1.2.2
40599,99,7,7.1,7.1.2,7.1.2.2
4100,100,7,7.2,7.2.3, 
41000,100,7,7.2,7.2.3, 
41001,100,7,7.2,7.2.3, 
41002,100,7,7.2,7.2.3, 
4101,100,7,7.2,7.2.3, 
41010,100,7,7.2,7.2.3, 
41011,100,7,7.2,7.2.3, 
41012,100,7,7.2,7.2.3, 
4102,100,7,7.2,7.2.3, 
41020,100,7,7.2,7.2.3, 
41021,100,7,7.2,7.2.3, 
41022,100,7,7.2,7.2.3, 
4103,100,7,7.2,7.2.3, 
41030,100,7,7.2,7.2.3, 
41031,100,7,7.2,7.2.3, 
41032,100,7,7.2,7.2.3, 
4104,100,7,7.2,7.2.3, 
41040,100,7,7.2,7.2.3, 
41041,100,7,7.2,7.2.3, 
41042,100,7,7.2,7.2.3, 
4105,100,7,7.2,7.2.3, 
41050,100,7,7.2,7.2.3, 
41051,100,7,7.2,7.2.3, 
41052,100,7,7.2,7.2.3, 
4106,100,7,7.2,7.2.3, 
41060,100,7,7.2,7.2.3, 
41061,100,7,7.2,7.2.3, 
41062,100,7,7.2,7.2.3, 
4107,100,7,7.2,7.2.3, 
41070,100,7,7.2,7.2.3, 
41071,100,7,7.2,7.2.3, 
41072,100,7,7.2,7.2.3, 
4108,100,7,7.2,7.2.3, 
41080,100,7,7.2,7.2.3, 
41081,100,7,7.2,7.2.3, 
41082,100,7,7.2,7.2.3, 
4109,100,7,7.2,7.2.3, 
41090,100,7,7.2,7.2.3, 
41091,100,7,7.2,7.2.3, 
41092,100,7,7.2,7.2.3, 
4110,101,7,7.2,7.2.4,7.2.4.3
4111,101,7,7.2,7.2.4,7.2.4.2
4118,101,7,7.2,7.2.4,7.2.4.3
41181,101,7,7.2,7.2.4,7.2.4.3
41189,101,7,7.2,7.2.4,7.2.4.3
412,101,7,7.2,7.2.4,7.2.4.5
4130,101,7,7.2,7.2.4,7.2.4.1
4131,101,7,7.2,7.2.4,7.2.4.1
4139,101,7,7.2,7.2.4,7.2.4.1
4140,101,7,7.2,7.2.4,7.2.4.4
41400,101,7,7.2,7.2.4,7.2.4.4
41401,101,7,7.2,7.2.4,7.2.4.4
41402,237,16,16.10,16.10.1,16.10.1.1
41403,237,16,16.10,16.10.1, 
41404,237,16,16.10,16.10.1,16.10.1.1
41405,237,16,16.10,16.10.1, 
41406,101,7,7.2,7.2.4, 
41407,237,16,16.10,16.10.1,16.10.1.1
41410,104,7,7.2,7.2.7, 
41411,104,7,7.2,7.2.7, 
41412,104,7,7.2,7.2.7, 
41419,104,7,7.2,7.2.7, 
4142,101,7,7.2,7.2.4,7.2.4.4
4143,101,7,7.2,7.2.4,7.2.4.4
4144,101,7,7.2,7.2.4,7.2.4.4
4148,101,7,7.2,7.2.4,7.2.4.5
4149,101,7,7.2,7.2.4,7.2.4.5
4150,103,7,7.2,7.2.6, 
4151,103,7,7.2,7.2.6, 
41511,238,16,16.10,16.10.2,16.10.2.7
41512,103,7,7.2,7.2.6, 
41513,103,7,7.2,7.2.6, 
41519,103,7,7.2,7.2.6, 
4160,103,7,7.2,7.2.6, 
4161,103,7,7.2,7.2.6, 
4162,103,7,7.2,7.2.6, 
4168,103,7,7.2,7.2.6, 
4169,103,7,7.2,7.2.6, 
4170,103,7,7.2,7.2.6, 
4171,103,7,7.2,7.2.6, 
4178,103,7,7.2,7.2.6, 
4179,103,7,7.2,7.2.6, 
4200,97,7,7.2,7.2.2,7.2.2.2
42090,97,7,7.2,7.2.2,7.2.2.2
42091,97,7,7.2,7.2.2,7.2.2.2
42099,97,7,7.2,7.2.2,7.2.2.2
4210,97,7,7.2,7.2.2,7.2.2.2
4211,97,7,7.2,7.2.2,7.2.2.2
4219,97,7,7.2,7.2.2,7.2.2.2
4220,97,7,7.2,7.2.2,7.2.2.2
42290,97,7,7.2,7.2.2,7.2.2.2
42291,97,7,7.2,7.2.2,7.2.2.2
42292,97,7,7.2,7.2.2,7.2.2.2
42293,97,7,7.2,7.2.2,7.2.2.2
42299,97,7,7.2,7.2.2,7.2.2.2
4230,97,7,7.2,7.2.2,7.2.2.2
4231,97,7,7.2,7.2.2,7.2.2.2
4232,97,7,7.2,7.2.2,7.2.2.2
4233,97,7,7.2,7.2.2,7.2.2.2
4238,97,7,7.2,7.2.2,7.2.2.2
4239,97,7,7.2,7.2.2,7.2.2.2
4240,96,7,7.2,7.2.1,7.2.1.2
4241,96,7,7.2,7.2.1,7.2.1.3
4242,96,7,7.2,7.2.1,7.2.1.4
4243,96,7,7.2,7.2.1,7.2.1.4
42490,96,7,7.2,7.2.1,7.2.1.4
42491,96,7,7.2,7.2.1,7.2.1.4
42499,96,7,7.2,7.2.1,7.2.1.4
4250,97,7,7.2,7.2.2,7.2.2.1
4251,97,7,7.2,7.2.2,7.2.2.1
42511,97,7,7.2,7.2.2,7.2.2.1
42518,97,7,7.2,7.2.2,7.2.2.1
4252,97,7,7.2,7.2.2,7.2.2.1
4253,97,7,7.2,7.2.2,7.2.2.1
4254,97,7,7.2,7.2.2,7.2.2.1
4255,660,5,5.11, , 
4257,97,7,7.2,7.2.2,7.2.2.1
4258,97,7,7.2,7.2.2,7.2.2.1
4259,97,7,7.2,7.2.2,7.2.2.1
4260,105,7,7.2,7.2.8,7.2.8.1
42610,105,7,7.2,7.2.8,7.2.8.1
42611,105,7,7.2,7.2.8,7.2.8.1
42612,105,7,7.2,7.2.8,7.2.8.1
42613,105,7,7.2,7.2.8,7.2.8.1
4262,105,7,7.2,7.2.8,7.2.8.2
4263,105,7,7.2,7.2.8,7.2.8.2
4264,105,7,7.2,7.2.8,7.2.8.2
42650,105,7,7.2,7.2.8,7.2.8.2
42651,105,7,7.2,7.2.8,7.2.8.2
42652,105,7,7.2,7.2.8,7.2.8.2
42653,105,7,7.2,7.2.8,7.2.8.2
42654,105,7,7.2,7.2.8,7.2.8.2
4266,105,7,7.2,7.2.8,7.2.8.4
4267,105,7,7.2,7.2.8,7.2.8.3
42681,105,7,7.2,7.2.8,7.2.8.4
42682,105,7,7.2,7.2.8,7.2.8.4
42689,105,7,7.2,7.2.8,7.2.8.4
4269,105,7,7.2,7.2.8,7.2.8.4
4270,106,7,7.2,7.2.9,7.2.9.1
4271,106,7,7.2,7.2.9,7.2.9.2
4272,106,7,7.2,7.2.9,7.2.9.7
42731,106,7,7.2,7.2.9,7.2.9.3
42732,106,7,7.2,7.2.9,7.2.9.4
42741,107,7,7.2,7.2.10, 
42742,107,7,7.2,7.2.10, 
4275,107,7,7.2,7.2.10, 
42760,106,7,7.2,7.2.9,7.2.9.5
42761,106,7,7.2,7.2.9,7.2.9.5
42769,106,7,7.2,7.2.9,7.2.9.5
42781,106,7,7.2,7.2.9,7.2.9.6
42789,106,7,7.2,7.2.9,7.2.9.7
4279,106,7,7.2,7.2.9,7.2.9.7
4280,108,7,7.2,7.2.11,7.2.11.1
4281,108,7,7.2,7.2.11,7.2.11.2
42820,108,7,7.2,7.2.11, 
42821,108,7,7.2,7.2.11, 
42822,108,7,7.2,7.2.11, 
42823,108,7,7.2,7.2.11, 
42830,108,7,7.2,7.2.11, 
42831,108,7,7.2,7.2.11, 
42832,108,7,7.2,7.2.11, 
42833,108,7,7.2,7.2.11, 
42840,108,7,7.2,7.2.11, 
42841,108,7,7.2,7.2.11, 
42842,108,7,7.2,7.2.11, 
42843,108,7,7.2,7.2.11, 
4289,108,7,7.2,7.2.11,7.2.11.2
4290,97,7,7.2,7.2.2,7.2.2.2
4291,104,7,7.2,7.2.7, 
4292,104,7,7.2,7.2.7, 
4293,104,7,7.2,7.2.7, 
4294,238,16,16.10,16.10.2,16.10.2.1
4295,104,7,7.2,7.2.7, 
4296,104,7,7.2,7.2.7, 
42971,104,7,7.2,7.2.7, 
42979,104,7,7.2,7.2.7, 
42981,104,7,7.2,7.2.7, 
42982,104,7,7.2,7.2.7, 
42983,104,7,7.2,7.2.7, 
42989,104,7,7.2,7.2.7, 
4299,104,7,7.2,7.2.7, 
430,109,7,7.3,7.3.1,7.3.1.1
431,109,7,7.3,7.3.1,7.3.1.1
4320,109,7,7.3,7.3.1,7.3.1.1
4321,109,7,7.3,7.3.1,7.3.1.1
4329,109,7,7.3,7.3.1,7.3.1.1
4330,110,7,7.3,7.3.2, 
43300,110,7,7.3,7.3.2, 
43301,109,7,7.3,7.3.1,7.3.1.2
4331,110,7,7.3,7.3.2, 
43310,110,7,7.3,7.3.2, 
43311,109,7,7.3,7.3.1,7.3.1.2
4332,110,7,7.3,7.3.2, 
43320,110,7,7.3,7.3.2, 
43321,109,7,7.3,7.3.1,7.3.1.2
4333,110,7,7.3,7.3.2, 
43330,110,7,7.3,7.3.2, 
43331,109,7,7.3,7.3.1,7.3.1.2
4338,110,7,7.3,7.3.2, 
43380,110,7,7.3,7.3.2, 
43381,109,7,7.3,7.3.1,7.3.1.2
4339,110,7,7.3,7.3.2, 
43390,110,7,7.3,7.3.2, 
43391,109,7,7.3,7.3.1,7.3.1.2
4340,109,7,7.3,7.3.1,7.3.1.2
43400,109,7,7.3,7.3.1,7.3.1.2
43401,109,7,7.3,7.3.1,7.3.1.2
4341,109,7,7.3,7.3.1,7.3.1.2
43410,109,7,7.3,7.3.1,7.3.1.2
43411,109,7,7.3,7.3.1,7.3.1.2
4349,109,7,7.3,7.3.1,7.3.1.2
43490,109,7,7.3,7.3.1,7.3.1.2
43491,109,7,7.3,7.3.1,7.3.1.2
4350,112,7,7.3,7.3.4, 
4351,112,7,7.3,7.3.4, 
4352,112,7,7.3,7.3.4, 
4353,112,7,7.3,7.3.4, 
4358,112,7,7.3,7.3.4, 
4359,112,7,7.3,7.3.4, 
436,109,7,7.3,7.3.1,7.3.1.3
4370,111,7,7.3,7.3.3, 
4371,111,7,7.3,7.3.3, 
4372,99,7,7.1,7.1.2,7.1.2.2
4373,111,7,7.3,7.3.3, 
4374,111,7,7.3,7.3.3, 
4375,111,7,7.3,7.3.3, 
4376,111,7,7.3,7.3.3, 
4377,111,7,7.3,7.3.3, 
4378,111,7,7.3,7.3.3, 
4379,111,7,7.3,7.3.3, 
438,113,7,7.3,7.3.5, 
4380,113,7,7.3,7.3.5, 
43810,113,7,7.3,7.3.5, 
43811,113,7,7.3,7.3.5, 
43812,113,7,7.3,7.3.5, 
43813,113,7,7.3,7.3.5, 
43814,113,7,7.3,7.3.5, 
43819,113,7,7.3,7.3.5, 
43820,113,7,7.3,7.3.5, 
43821,113,7,7.3,7.3.5, 
43822,113,7,7.3,7.3.5, 
43830,113,7,7.3,7.3.5, 
43831,113,7,7.3,7.3.5, 
43832,113,7,7.3,7.3.5, 
43840,113,7,7.3,7.3.5, 
43841,113,7,7.3,7.3.5, 
43842,113,7,7.3,7.3.5, 
43850,113,7,7.3,7.3.5, 
43851,113,7,7.3,7.3.5, 
43852,113,7,7.3,7.3.5, 
43853,113,7,7.3,7.3.5, 
4386,113,7,7.3,7.3.5, 
4387,113,7,7.3,7.3.5, 
43881,113,7,7.3,7.3.5, 
43882,113,7,7.3,7.3.5, 
43883,113,7,7.3,7.3.5, 
43884,113,7,7.3,7.3.5, 
43885,113,7,7.3,7.3.5, 
43889,113,7,7.3,7.3.5, 
4389,113,7,7.3,7.3.5, 
4400,114,7,7.4,7.4.1,7.4.1.3
4401,114,7,7.4,7.4.1,7.4.1.3
4402,114,7,7.4,7.4.1,7.4.1.1
44020,114,7,7.4,7.4.1,7.4.1.1
44021,114,7,7.4,7.4.1,7.4.1.1
44022,114,7,7.4,7.4.1,7.4.1.1
44023,114,7,7.4,7.4.1,7.4.1.1
44024,248,17,17.1,17.1.4, 
44029,114,7,7.4,7.4.1,7.4.1.1
44030,237,16,16.10,16.10.1,16.10.1.1
44031,237,16,16.10,16.10.1,16.10.1.1
44032,237,16,16.10,16.10.1,16.10.1.1
4404,114,7,7.4,7.4.1,7.4.1.1
4408,114,7,7.4,7.4.1,7.4.1.3
4409,114,7,7.4,7.4.1,7.4.1.3
4410,115,7,7.4,7.4.2,7.4.2.2
44100,115,7,7.4,7.4.2,7.4.2.2
44101,115,7,7.4,7.4.2,7.4.2.2
44102,115,7,7.4,7.4.2,7.4.2.2
44103,115,7,7.4,7.4.2,7.4.2.2
4411,115,7,7.4,7.4.2,7.4.2.2
4412,115,7,7.4,7.4.2,7.4.2.2
4413,115,7,7.4,7.4.2,7.4.2.2
4414,115,7,7.4,7.4.2,7.4.2.1
4415,115,7,7.4,7.4.2,7.4.2.2
4416,115,7,7.4,7.4.2,7.4.2.2
4417,115,7,7.4,7.4.2,7.4.2.2
4419,115,7,7.4,7.4.2,7.4.2.2
4420,115,7,7.4,7.4.2,7.4.2.2
4421,115,7,7.4,7.4.2,7.4.2.2
4422,115,7,7.4,7.4.2,7.4.2.2
4423,115,7,7.4,7.4.2,7.4.2.2
44281,115,7,7.4,7.4.2,7.4.2.2
44282,115,7,7.4,7.4.2,7.4.2.2
44283,115,7,7.4,7.4.2,7.4.2.2
44284,115,7,7.4,7.4.2,7.4.2.2
44289,115,7,7.4,7.4.2,7.4.2.2
4429,115,7,7.4,7.4.2,7.4.2.2
4430,117,7,7.4,7.4.4,7.4.4.2
4431,117,7,7.4,7.4.4,7.4.4.2
44321,115,7,7.4,7.4.2, 
44322,115,7,7.4,7.4.2, 
44323,115,7,7.4,7.4.2, 
44324,115,7,7.4,7.4.2, 
44329,115,7,7.4,7.4.2, 
44381,117,7,7.4,7.4.4,7.4.4.2
44382,117,7,7.4,7.4.4,7.4.4.2
44389,117,7,7.4,7.4.4,7.4.4.2
4439,114,7,7.4,7.4.1,7.4.1.2
4440,116,7,7.4,7.4.3,7.4.3.2
44401,116,7,7.4,7.4.3,7.4.3.2
44409,116,7,7.4,7.4.3,7.4.3.2
4441,116,7,7.4,7.4.3,7.4.3.2
44421,116,7,7.4,7.4.3,7.4.3.2
44422,116,7,7.4,7.4.3,7.4.3.1
44481,116,7,7.4,7.4.3,7.4.3.2
44489,116,7,7.4,7.4.3,7.4.3.2
4449,116,7,7.4,7.4.3,7.4.3.2
44501,116,7,7.4,7.4.3, 
44502,116,7,7.4,7.4.3, 
44581,116,7,7.4,7.4.3, 
44589,116,7,7.4,7.4.3, 
4460,117,7,7.4,7.4.4,7.4.4.2
4461,117,7,7.4,7.4.4,7.4.4.2
4462,117,7,7.4,7.4.4,7.4.4.2
44620,117,7,7.4,7.4.4,7.4.4.2
44621,117,7,7.4,7.4.4,7.4.4.2
44629,117,7,7.4,7.4.4,7.4.4.2
4463,117,7,7.4,7.4.4,7.4.4.2
4464,117,7,7.4,7.4.4,7.4.4.2
4465,117,7,7.4,7.4.4,7.4.4.2
4466,117,7,7.4,7.4.4,7.4.4.2
4467,117,7,7.4,7.4.4,7.4.4.2
4470,117,7,7.4,7.4.4,7.4.4.2
4471,117,7,7.4,7.4.4,7.4.4.2
4472,117,7,7.4,7.4.4,7.4.4.2
4473,117,7,7.4,7.4.4,7.4.4.2
4474,117,7,7.4,7.4.4,7.4.4.2
4475,117,7,7.4,7.4.4,7.4.4.2
4476,117,7,7.4,7.4.4,7.4.4.2
44770,115,7,7.4,7.4.2,7.4.2.2
44771,115,7,7.4,7.4.2,7.4.2.2
44772,115,7,7.4,7.4.2,7.4.2.1
44773,115,7,7.4,7.4.2,7.4.2.2
4478,117,7,7.4,7.4.4,7.4.4.2
4479,117,7,7.4,7.4.4,7.4.4.2
4480,117,7,7.4,7.4.4,7.4.4.2
4481,117,7,7.4,7.4.4,7.4.4.2
4489,117,7,7.4,7.4.4,7.4.4.2
449,2,1,1.1,1.1.2,1.1.2.6
4510,118,7,7.5,7.5.1,7.5.1.1
45111,118,7,7.5,7.5.1,7.5.1.1
45119,118,7,7.5,7.5.1,7.5.1.1
4512,118,7,7.5,7.5.1,7.5.1.1
45181,118,7,7.5,7.5.1,7.5.1.1
45182,118,7,7.5,7.5.1,7.5.1.1
45183,118,7,7.5,7.5.1,7.5.1.1
45184,118,7,7.5,7.5.1,7.5.1.1
45189,118,7,7.5,7.5.1,7.5.1.1
4519,118,7,7.5,7.5.1,7.5.1.1
452,118,7,7.5,7.5.1,7.5.1.2
4530,118,7,7.5,7.5.1,7.5.1.2
4531,118,7,7.5,7.5.1,7.5.1.2
4532,118,7,7.5,7.5.1,7.5.1.2
4533,118,7,7.5,7.5.1,7.5.1.2
45340,118,7,7.5,7.5.1,7.5.1.2
45341,118,7,7.5,7.5.1,7.5.1.2
45342,118,7,7.5,7.5.1,7.5.1.2
45350,118,7,7.5,7.5.1,7.5.1.2
45351,118,7,7.5,7.5.1,7.5.1.2
45352,118,7,7.5,7.5.1,7.5.1.2
4536,118,7,7.5,7.5.1,7.5.1.2
45371,118,7,7.5,7.5.1,7.5.1.2
45372,118,7,7.5,7.5.1,7.5.1.2
45373,118,7,7.5,7.5.1,7.5.1.2
45374,118,7,7.5,7.5.1,7.5.1.2
45375,118,7,7.5,7.5.1,7.5.1.2
45376,118,7,7.5,7.5.1,7.5.1.2
45377,118,7,7.5,7.5.1,7.5.1.2
45379,118,7,7.5,7.5.1,7.5.1.2
4538,118,7,7.5,7.5.1,7.5.1.2
45381,118,7,7.5,7.5.1,7.5.1.2
45382,118,7,7.5,7.5.1,7.5.1.2
45383,118,7,7.5,7.5.1,7.5.1.2
45384,118,7,7.5,7.5.1,7.5.1.2
45385,118,7,7.5,7.5.1,7.5.1.2
45386,118,7,7.5,7.5.1,7.5.1.2
45387,118,7,7.5,7.5.1,7.5.1.2
45389,118,7,7.5,7.5.1,7.5.1.2
4539,118,7,7.5,7.5.1,7.5.1.2
4540,119,7,7.5,7.5.2, 
4541,119,7,7.5,7.5.2, 
4542,119,7,7.5,7.5.2, 
4548,119,7,7.5,7.5.2, 
4549,119,7,7.5,7.5.2, 
4550,120,7,7.5,7.5.3, 
4551,120,7,7.5,7.5.3, 
4552,120,7,7.5,7.5.3, 
4553,120,7,7.5,7.5.3, 
4554,120,7,7.5,7.5.3, 
4555,120,7,7.5,7.5.3, 
4556,120,7,7.5,7.5.3, 
4557,120,7,7.5,7.5.3, 
4558,120,7,7.5,7.5.3, 
4559,120,7,7.5,7.5.3, 
4560,153,9,9.10,9.10.4, 
4561,138,9,9.4,9.4.1,9.4.1.2
45620,153,9,9.10,9.10.4, 
45621,138,9,9.4,9.4.1,9.4.1.2
4563,121,7,7.5,7.5.4, 
4564,121,7,7.5,7.5.4, 
4565,121,7,7.5,7.5.4, 
4566,121,7,7.5,7.5.4, 
4568,121,7,7.5,7.5.4, 
4570,121,7,7.5,7.5.4, 
4571,121,7,7.5,7.5.4, 
4572,121,7,7.5,7.5.4, 
4578,121,7,7.5,7.5.4, 
4579,121,7,7.5,7.5.4, 
4580,117,7,7.4,7.4.4,7.4.4.1
4581,117,7,7.4,7.4.4,7.4.4.1
4582,238,16,16.10,16.10.2,16.10.2.7
45821,238,16,16.10,16.10.2,16.10.2.1
45829,238,16,16.10,16.10.2,16.10.2.1
4588,117,7,7.4,7.4.4,7.4.4.1
4589,117,7,7.4,7.4.4,7.4.4.1
4590,117,7,7.4,7.4.4,7.4.4.2
4591,121,7,7.5,7.5.4, 
45910,121,7,7.5,7.5.4, 
45911,121,7,7.5,7.5.4, 
45912,121,7,7.5,7.5.4, 
45913,121,7,7.5,7.5.4, 
45919,121,7,7.5,7.5.4, 
4592,121,7,7.5,7.5.4, 
45930,121,7,7.5,7.5.4, 
45931,121,7,7.5,7.5.4, 
45932,121,7,7.5,7.5.4, 
45933,121,7,7.5,7.5.4, 
45939,121,7,7.5,7.5.4, 
45981,121,7,7.5,7.5.4, 
45989,117,7,7.4,7.4.4,7.4.4.2
4599,117,7,7.4,7.4.4,7.4.4.2
460,126,8,8.1,8.1.5,8.1.5.4
4610,126,8,8.1,8.1.5,8.1.5.4
4611,126,8,8.1,8.1.5,8.1.5.4
4612,126,8,8.1,8.1.5,8.1.5.4
4613,126,8,8.1,8.1.5,8.1.5.4
4618,126,8,8.1,8.1.5,8.1.5.4
4619,126,8,8.1,8.1.5,8.1.5.4
462,126,8,8.1,8.1.5,8.1.5.4
463,124,8,8.1,8.1.3, 
4640,126,8,8.1,8.1.5,8.1.5.4
46400,126,8,8.1,8.1.5,8.1.5.4
46401,126,8,8.1,8.1.5,8.1.5.4
46410,126,8,8.1,8.1.5,8.1.5.4
46411,126,8,8.1,8.1.5,8.1.5.4
46420,126,8,8.1,8.1.5,8.1.5.4
46421,126,8,8.1,8.1.5,8.1.5.4
46430,126,8,8.1,8.1.5,8.1.5.4
46431,126,8,8.1,8.1.5,8.1.5.4
4644,126,8,8.1,8.1.5,8.1.5.3
46450,126,8,8.1,8.1.5,8.1.5.4
46451,126,8,8.1,8.1.5,8.1.5.4
4650,126,8,8.1,8.1.5,8.1.5.4
4658,126,8,8.1,8.1.5,8.1.5.1
4659,126,8,8.1,8.1.5,8.1.5.1
4660,125,8,8.1,8.1.4, 
4661,125,8,8.1,8.1.4, 
46611,125,8,8.1,8.1.4, 
46619,125,8,8.1,8.1.4, 
470,134,8,8.9, , 
4710,134,8,8.9, , 
4711,134,8,8.9, , 
4718,134,8,8.9, , 
4719,134,8,8.9, , 
4720,134,8,8.9, , 
4721,134,8,8.9, , 
4722,134,8,8.9, , 
4730,126,8,8.1,8.1.5,8.1.5.2
4731,126,8,8.1,8.1.5,8.1.5.2
4732,126,8,8.1,8.1.5,8.1.5.2
4733,126,8,8.1,8.1.5,8.1.5.2
4738,126,8,8.1,8.1.5,8.1.5.2
4739,126,8,8.1,8.1.5,8.1.5.2
4740,124,8,8.1,8.1.3, 
47400,124,8,8.1,8.1.3, 
47401,124,8,8.1,8.1.3, 
47402,124,8,8.1,8.1.3, 
47410,124,8,8.1,8.1.3, 
47411,124,8,8.1,8.1.3, 
47412,124,8,8.1,8.1.3, 
4742,124,8,8.1,8.1.3, 
4748,124,8,8.1,8.1.3, 
4749,124,8,8.1,8.1.3, 
475,124,8,8.1,8.1.3, 
4760,134,8,8.9, , 
4761,134,8,8.9, , 
4770,134,8,8.9, , 
